timestamp,pier_id,longitudinal_in,transverse_in
2023-01-11 18:15:11.627906976,E3,-0.2978,-0.1017
2023-01-11 20:08:27.544421788,E2,3.7983,-0.0553
2023-01-12 03:42:00.930232556,E3,-0.3131,-0.0767
2023-01-12 05:43:32.175939412,E2,3.6491,-0.0734
2023-01-12 10:26:07.703507608,E1,4.067,-0.068
2023-01-12 13:08:50.232558140,E3,-0.2302,-0.092
2023-01-12 15:18:36.807457036,E2,3.7053,-0.0916
2023-01-12 22:35:39.534883720,E3,-0.2264,-0.0833
2023-01-13 00:53:41.438974656,E2,3.7177,-0.155
2023-01-13 08:02:28.837209300,E3,-0.3221,-0.0651
2023-01-13 08:09:50.866975512,E1,4.0805,-0.0914
2023-01-13 10:28:46.070492280,E2,3.6841,-0.0736
2023-01-13 17:29:18.139534884,E3,-0.3502,-0.0999
2023-01-13 20:03:50.702009904,E2,3.6495,-0.1534
2023-01-14 02:56:07.441860464,E3,-0.234,-0.0973
2023-01-14 05:38:55.333527528,E2,3.6604,-0.1431
2023-01-14 05:53:34.030443412,E1,4.1033,-0.0945
2023-01-14 12:22:56.744186048,E3,-0.3771,-0.1003
2023-01-14 15:13:59.965045152,E2,3.6723,-0.0906
2023-01-14 21:49:46.046511628,E3,-0.3796,-0.1012
2023-01-15 00:49:04.596562772,E2,3.6642,-0.0782
2023-01-15 03:37:17.193911316,E1,4.1276,-0.0296
2023-01-15 07:16:35.348837208,E3,-0.3084,-0.0812
2023-01-15 10:24:09.228080396,E2,3.7661,-0.1001
2023-01-15 16:43:24.651162792,E3,-0.2949,-0.0977
2023-01-15 19:59:13.859598020,E2,3.6992,-0.0408
2023-01-16 01:21:00.357379216,E1,4.0879,-0.1161
2023-01-16 02:10:13.953488372,E3,-0.353,-0.0422
2023-01-16 05:34:18.491115644,E2,3.6735,-0.0734
2023-01-16 11:37:03.255813952,E3,-0.2889,-0.0071
2023-01-16 15:09:23.122633264,E2,3.705,-0.0951
2023-01-16 21:03:52.558139536,E3,-0.2867,-0.1049
2023-01-16 23:04:43.520847120,E1,4.0871,-0.0559
2023-01-17 00:44:27.754150888,E2,3.7331,-0.0464
2023-01-17 06:30:41.860465116,E3,-0.324,-0.0794
2023-01-17 10:19:32.385668512,E2,3.6825,-0.0414
2023-01-17 15:57:31.162790696,E3,-0.1983,-0.0574
2023-01-17 19:54:37.017186136,E2,3.7448,-0.0733
2023-01-17 20:48:26.684315020,E1,4.0137,-0.1238
2023-01-18 01:24:20.465116280,E3,-0.2785,-0.0968
2023-01-18 05:29:41.648703756,E2,3.6362,-0.1123
2023-01-18 10:51:09.767441860,E3,-0.2436,-0.119
2023-01-18 15:04:46.280221380,E2,3.7583,-0.1058
2023-01-18 18:32:09.847782924,E1,4.1267,-0.0702
2023-01-18 20:17:59.069767440,E3,-0.3728,-0.0374
2023-01-19 00:39:50.911739004,E2,3.6993,-0.1331
2023-01-19 05:44:48.372093024,E3,-0.3732,-0.0692
2023-01-19 10:14:55.543256628,E2,3.6973,-0.0912
2023-01-19 15:11:37.674418604,E3,-0.277,-0.0806
2023-01-19 16:15:53.011250828,E1,4.0649,-0.0693
2023-01-19 19:50:00.174774248,E2,3.6651,-0.1218
2023-01-20 00:38:26.976744184,E3,-0.2072,-0.0469
2023-01-20 05:25:04.806291872,E2,3.6384,-0.1005
2023-01-20 10:05:16.279069768,E3,-0.3505,-0.0676
2023-01-20 13:59:36.174718728,E1,4.1371,-0.1066
2023-01-20 15:00:09.437809496,E2,3.6164,-0.0831
2023-01-20 19:32:05.581395348,E3,-0.2928,-0.0925
2023-01-21 00:35:14.069327120,E2,3.6616,-0.1507
2023-01-21 04:58:54.883720928,E3,-0.3617,-0.1206
2023-01-21 10:10:18.700844744,E2,3.7292,-0.1294
2023-01-21 11:43:19.338186632,E1,4.1656,-0.1285
2023-01-21 14:25:44.186046512,E3,-0.3359,-0.1064
2023-01-21 19:45:23.332362364,E2,3.6517,-0.107
2023-01-21 23:52:33.488372092,E3,-0.2903,-0.0558
2023-01-22 05:20:27.963879988,E2,3.6224,-0.0937
2023-01-22 09:19:22.790697672,E3,-0.3246,-0.0717
2023-01-22 09:27:02.501654532,E1,4.0904,-0.1517
2023-01-22 14:55:32.595397612,E2,3.6543,-0.1072
2023-01-22 18:46:12.093023256,E3,-0.3653,-0.0981
2023-01-23 00:30:37.226915236,E2,3.6805,-0.1008
2023-01-23 04:13:01.395348836,E3,-0.3664,-0.0398
2023-01-23 07:10:45.665122436,E1,4.0486,-0.1116
2023-01-23 10:05:41.858432856,E2,3.6825,-0.1141
2023-01-23 13:39:50.697674420,E3,-0.3943,-0.0977
2023-01-23 19:40:46.489950480,E2,3.6934,-0.1367
2023-01-23 23:06:40.000000000,E3,-0.2762,-0.0637
2023-01-24 04:54:28.828590336,E1,4.099,-0.078
2023-01-24 05:15:51.121468104,E2,3.7514,-0.1095
2023-01-24 08:33:29.302325580,E3,-0.2701,-0.0869
2023-01-24 14:50:55.752985728,E2,3.7623,-0.1001
2023-01-24 18:00:18.604651164,E3,-0.2704,-0.0358
2023-01-25 00:26:00.384503348,E2,3.8001,-0.1033
2023-01-25 02:38:11.992058240,E1,4.1172,-0.1267
2023-01-25 03:27:07.906976744,E3,-0.3454,-0.0715
2023-01-25 10:01:05.016020972,E2,3.6186,-0.0909
2023-01-25 12:53:57.209302324,E3,-0.2497,-0.0929
2023-01-25 19:36:09.647538596,E2,3.657,-0.0819
2023-01-25 22:20:46.511627908,E3,-0.2646,-0.0999
2023-01-26 00:21:55.155526140,E1,4.084,-0.092
2023-01-26 05:11:14.279056220,E2,3.7347,-0.0742
2023-01-26 07:47:35.813953488,E3,-0.2996,-0.0952
2023-01-26 14:46:18.910573844,E2,3.6771,-0.1139
2023-01-26 17:14:25.116279068,E3,-0.3078,-0.1167
2023-01-26 22:05:38.318994044,E1,4.0716,-0.1397
2023-01-27 00:21:23.542091464,E2,3.7429,-0.1424
2023-01-27 02:41:14.418604652,E3,-0.3324,-0.1362
2023-01-27 09:56:28.173609088,E2,3.7102,-0.0572
2023-01-27 12:08:03.720930232,E3,-0.2904,-0.0862
2023-01-27 19:31:32.805126712,E2,3.7788,-0.084
2023-01-27 19:49:21.482461944,E1,4.128,-0.1029
2023-01-27 21:34:53.023255812,E3,-0.2191,-0.1116
2023-01-28 05:06:37.436644336,E2,3.752,-0.1244
2023-01-28 07:01:42.325581396,E3,-0.2431,-0.1119
2023-01-28 14:41:42.068161956,E2,3.7529,-0.0877
2023-01-28 16:28:31.627906976,E3,-0.3128,-0.0987
2023-01-28 17:33:04.645929848,E1,4.1247,-0.1308
2023-01-29 00:16:46.699679580,E2,3.6793,-0.0642
2023-01-29 01:55:20.930232556,E3,-0.2731,-0.0947
2023-01-29 09:51:51.331197204,E2,3.695,-0.0445
2023-01-29 11:22:10.232558140,E3,-0.3551,-0.0962
2023-01-29 15:16:47.809397748,E1,4.0825,-0.0991
2023-01-29 19:26:55.962714828,E2,3.6846,-0.0891
2023-01-29 20:48:59.534883720,E3,-0.2635,-0.0445
2023-01-30 05:02:00.594232448,E2,3.6246,-0.065
2023-01-30 06:15:48.837209300,E3,-0.3415,-0.0769
2023-01-30 13:00:30.972865652,E1,4.0172,-0.1122
2023-01-30 14:37:05.225750072,E2,3.7735,-0.1333
2023-01-30 15:42:38.139534884,E3,-0.2655,-0.0338
2023-01-31 00:12:09.857267696,E2,3.7371,-0.0982
2023-01-31 01:09:27.441860464,E3,-0.1515,-0.1103
2023-01-31 09:47:14.488785320,E2,3.6826,-0.1074
2023-01-31 10:36:16.744186048,E3,-0.3285,-0.0738
2023-01-31 10:44:14.136333552,E1,4.1227,-0.1333
2023-01-31 19:22:19.120302944,E2,3.7651,-0.0872
2023-01-31 20:03:06.046511628,E3,-0.1538,-0.109
2023-02-01 04:57:23.751820564,E2,3.6684,-0.0493
2023-02-01 05:29:55.348837208,E3,-0.2755,-0.1145
2023-02-01 08:27:57.299801456,E1,4.0615,-0.1177
2023-02-01 14:32:28.383338188,E2,3.608,-0.0903
2023-02-01 14:56:44.651162792,E3,-0.3375,-0.0334
2023-02-02 00:07:33.014855812,E2,3.7503,-0.1261
2023-02-02 00:23:33.953488372,E3,-0.3398,-0.121
2023-02-02 06:11:40.463269356,E1,4.1106,-0.1263
2023-02-02 09:42:37.646373436,E2,3.636,-0.136
2023-02-02 09:50:23.255813952,E3,-0.1817,-0.1651
2023-02-02 19:17:12.558139536,E3,-0.2753,-0.1195
2023-02-02 19:17:42.277891056,E2,3.6901,-0.0489
2023-02-03 03:55:23.626737260,E1,4.1074,-0.138
2023-02-03 04:44:01.860465116,E3,-0.3283,-0.1586
2023-02-03 04:52:46.909408680,E2,3.7102,-0.083
2023-02-03 14:10:51.162790696,E3,-0.3102,-0.127
2023-02-03 14:27:51.540926304,E2,3.7192,-0.0851
2023-02-03 23:37:40.465116280,E3,-0.2785,-0.1244
2023-02-04 00:02:56.172443928,E2,3.7423,-0.1089
2023-02-04 01:39:06.790205160,E1,4.0054,-0.0663
2023-02-04 09:04:29.767441860,E3,-0.3004,-0.0977
2023-02-04 09:38:00.803961548,E2,3.7289,-0.0907
2023-02-04 18:31:19.069767440,E3,-0.2827,-0.1603
2023-02-04 19:13:05.435479172,E2,3.7274,-0.1285
2023-02-04 23:22:49.953673064,E1,4.1039,-0.1099
2023-02-05 03:58:08.372093024,E3,-0.2113,-0.0631
2023-02-05 04:48:10.066996796,E2,3.6604,-0.0873
2023-02-05 13:24:57.674418604,E3,-0.3564,-0.1553
2023-02-05 14:23:14.698514420,E2,3.7146,-0.1343
2023-02-05 21:06:33.117140964,E1,4.1256,-0.1653
2023-02-05 22:51:46.976744184,E3,-0.2678,-0.103
2023-02-05 23:58:19.330032044,E2,3.6246,-0.1099
2023-02-06 08:18:36.279069768,E3,-0.3036,-0.109
2023-02-06 09:33:23.961549664,E2,3.778,-0.1185
2023-02-06 17:45:25.581395348,E3,-0.3249,-0.0746
2023-02-06 18:50:16.280608868,E1,4.1318,-0.1181
2023-02-06 19:08:28.593067288,E2,3.6298,-0.1971
2023-02-07 03:12:14.883720928,E3,-0.2464,-0.0889
2023-02-07 04:43:33.224584912,E2,3.6826,-0.1098
2023-02-07 12:39:04.186046512,E3,-0.3731,-0.0639
2023-02-07 14:18:37.856102536,E2,3.634,-0.1265
2023-02-07 16:33:59.444076768,E1,4.1058,-0.0722
2023-02-07 22:05:53.488372092,E3,-0.4183,-0.1104
2023-02-07 23:53:42.487620156,E2,3.6634,-0.1059
2023-02-08 07:32:42.790697672,E3,-0.2888,-0.1136
2023-02-08 09:28:47.119137780,E2,3.7006,-0.0996
2023-02-08 14:17:42.607544672,E1,4.0011,-0.1226
2023-02-08 16:59:32.093023256,E3,-0.3069,-0.0873
2023-02-08 19:03:51.750655404,E2,3.6735,-0.0467
2023-02-09 02:26:21.395348836,E3,-0.3676,-0.0689
2023-02-09 04:38:56.382173028,E2,3.7571,-0.0906
2023-02-09 11:53:10.697674420,E3,-0.3855,-0.075
2023-02-09 12:01:25.771012572,E1,4.1638,-0.0549
2023-02-09 14:14:01.013690648,E2,3.7113,-0.0898
2023-02-09 21:20:00.000000000,E3,-0.2035,-0.0902
2023-02-09 23:49:05.645208272,E2,3.6768,-0.085
2023-02-10 06:46:49.302325580,E3,-0.2768,-0.0929
2023-02-10 09:24:10.276725896,E2,3.6932,-0.0737
2023-02-10 09:45:08.934480476,E1,4.1205,-0.1256
2023-02-10 16:13:38.604651164,E3,-0.299,-0.101
2023-02-10 18:59:14.908243520,E2,3.7609,-0.0863
2023-02-11 01:40:27.906976744,E3,-0.1902,-0.0876
2023-02-11 04:34:19.539761140,E2,3.7454,-0.0915
2023-02-11 07:28:52.097948376,E1,4.0398,-0.0849
2023-02-11 11:07:17.209302324,E3,-0.2489,-0.0389
2023-02-11 14:09:24.171278764,E2,3.643,-0.0786
2023-02-11 20:34:06.511627908,E3,-0.2115,-0.1073
2023-02-11 23:44:28.802796388,E2,3.6659,-0.1728
2023-02-12 05:12:35.261416280,E1,4.0605,-0.0689
2023-02-12 06:00:55.813953488,E3,-0.359,-0.1109
2023-02-12 09:19:33.434314012,E2,3.7237,-0.0373
2023-02-12 15:27:45.116279068,E3,-0.3609,-0.1132
2023-02-12 18:54:38.065831636,E2,3.7176,-0.0523
2023-02-13 00:54:34.418604652,E3,-0.2691,-0.0883
2023-02-13 02:56:18.424884180,E1,4.1115,-0.0865
2023-02-13 04:29:42.697349256,E2,3.6474,-0.0935
2023-02-13 10:21:23.720930232,E3,-0.2793,-0.1637
2023-02-13 14:04:47.328866880,E2,3.7374,-0.1424
2023-02-13 19:48:13.023255812,E3,-0.2375,-0.104
2023-02-13 23:39:51.960384504,E2,3.6554,-0.0637
2023-02-14 00:40:01.588352084,E1,4.1339,-0.1412
2023-02-14 05:15:02.325581396,E3,-0.3815,-0.0736
2023-02-14 09:14:56.591902128,E2,3.7651,-0.1208
2023-02-14 14:41:51.627906976,E3,-0.2648,-0.1157
2023-02-14 18:50:01.223419748,E2,3.7264,-0.0839
2023-02-14 22:23:44.751819984,E1,4.0755,-0.1282
2023-02-15 00:08:40.930232556,E3,-0.2505,-0.0943
2023-02-15 04:25:05.854937372,E2,3.6433,-0.1384
2023-02-15 09:35:30.232558140,E3,-0.2532,-0.0366
2023-02-15 14:00:10.486454996,E2,3.6735,-0.0331
2023-02-15 19:02:19.534883720,E3,-0.3203,-0.0899
2023-02-15 20:07:27.915287888,E1,4.1412,-0.0647
2023-02-15 23:35:15.117972620,E2,3.6726,-0.1431
2023-02-16 04:29:08.837209300,E3,-0.2741,-0.167
2023-02-16 09:10:19.749490240,E2,3.7079,-0.0977
2023-02-16 13:55:58.139534884,E3,-0.3388,-0.1421
2023-02-16 17:51:11.078755788,E1,4.0103,-0.1238
2023-02-16 18:45:24.381007864,E2,3.6898,-0.1634
2023-02-16 23:22:47.441860464,E3,-0.3146,-0.1073
2023-02-17 04:20:29.012525488,E2,3.6427,-0.101
2023-02-17 08:49:36.744186044,E3,-0.3521,-0.1238
2023-02-17 13:55:33.644043112,E2,3.6302,-0.1124
2023-02-17 15:34:54.242223692,E1,4.0478,-0.0703
2023-02-17 18:16:26.046511628,E3,-0.3379,-0.0965
2023-02-17 23:30:38.275560736,E2,3.7274,-0.0655
2023-02-18 03:43:15.348837208,E3,-0.312,-0.1084
2023-02-18 09:05:42.907078356,E2,3.7143,-0.1123
2023-02-18 13:10:04.651162792,E3,-0.3245,-0.0645
2023-02-18 13:18:37.405691592,E1,3.9967,-0.1123
2023-02-18 18:40:47.538595980,E2,3.7052,-0.0653
2023-02-18 22:36:53.953488372,E3,-0.3379,-0.1322
2023-02-19 04:15:52.170113604,E2,3.7135,-0.1301
2023-02-19 08:03:43.255813952,E3,-0.365,-0.1056
2023-02-19 11:02:20.569159496,E1,4.0551,-0.0949
2023-02-19 13:50:56.801631228,E2,3.669,-0.1077
2023-02-19 17:30:32.558139536,E3,-0.2019,-0.0927
2023-02-19 23:26:01.433148848,E2,3.7092,-0.1071
2023-02-20 02:57:21.860465116,E3,-0.325,-0.0889
2023-02-20 08:46:03.732627396,E1,4.1754,-0.1405
2023-02-20 09:01:06.064666472,E2,3.8269,-0.0842
2023-02-20 12:24:11.162790696,E3,-0.2835,-0.0947
2023-02-20 18:36:10.696184096,E2,3.7587,-0.088
2023-02-20 21:51:00.465116280,E3,-0.3879,-0.1713
2023-02-21 04:11:15.327701720,E2,3.6855,-0.0772
2023-02-21 06:29:46.896095300,E1,4.2028,-0.117
2023-02-21 07:17:49.767441860,E3,-0.2321,-0.0964
2023-02-21 13:46:19.959219340,E2,3.6738,-0.0908
2023-02-21 16:44:39.069767440,E3,-0.2916,-0.1033
2023-02-21 23:21:24.590736964,E2,3.5569,-0.0788
2023-02-22 02:11:28.372093024,E3,-0.3222,-0.0727
2023-02-22 04:13:30.059563200,E1,4.1117,-0.1247
2023-02-22 08:56:29.222254588,E2,3.7534,-0.1255
2023-02-22 11:38:17.674418604,E3,-0.3218,-0.0768
2023-02-22 18:31:33.853772212,E2,3.7393,-0.0868
2023-02-22 21:05:06.976744184,E3,-0.2565,-0.0912
2023-02-23 01:57:13.223031104,E1,4.068,-0.0913
2023-02-23 04:06:38.485289836,E2,3.6728,-0.05
2023-02-23 06:31:56.279069768,E3,-0.4477,-0.0889
2023-02-23 13:41:43.116807456,E2,3.6284,-0.1486
2023-02-23 15:58:45.581395348,E3,-0.3412,-0.0575
2023-02-23 23:16:47.748325080,E2,3.6422,-0.0833
2023-02-23 23:40:56.386499004,E1,4.0889,-0.095
2023-02-24 01:25:34.883720928,E3,-0.306,-0.0635
2023-02-24 08:51:52.379842704,E2,3.7222,-0.0776
2023-02-24 10:52:24.186046512,E3,-0.3065,-0.0896
2023-02-24 18:26:57.011360328,E2,3.6955,-0.0539
2023-02-24 20:19:13.488372092,E3,-0.1747,-0.0333
2023-02-24 21:24:39.549966908,E1,4.1236,-0.0835
2023-02-25 04:02:01.642877948,E2,3.7345,-0.0758
2023-02-25 05:46:02.790697672,E3,-0.3169,-0.1164
2023-02-25 13:37:06.274395572,E2,3.7043,-0.0944
2023-02-25 15:12:52.093023256,E3,-0.2505,-0.1329
2023-02-25 19:08:22.713434808,E1,4.0218,-0.1117
2023-02-25 23:12:10.905913196,E2,3.7483,-0.0843
2023-02-26 00:39:41.395348836,E3,-0.2094,-0.0975
2023-02-26 08:47:15.537430820,E2,3.7185,-0.1191
2023-02-26 10:06:30.697674420,E3,-0.2665,-0.1082
2023-02-26 16:52:05.876902712,E1,4.0713,-0.1245
2023-02-26 18:22:20.168948440,E2,3.7414,-0.1085
2023-02-26 19:33:20.000000000,E3,-0.3337,-0.1708
2023-02-27 03:57:24.800466064,E2,3.5955,-0.1367
2023-02-27 05:00:09.302325580,E3,-0.3642,-0.1162
2023-02-27 13:32:29.431983688,E2,3.6383,-0.0519
2023-02-27 14:26:58.604651164,E3,-0.2627,-0.0862
2023-02-27 14:35:49.040370616,E1,4.1717,-0.0907
2023-02-27 23:07:34.063501312,E2,3.6818,-0.0828
2023-02-27 23:53:47.906976744,E3,-0.2177,-0.098
2023-02-28 08:42:38.695018932,E2,3.754,-0.1236
2023-02-28 09:20:37.209302324,E3,-0.2727,-0.1194
2023-02-28 12:19:32.203838516,E1,4.0477,-0.1266
2023-02-28 18:17:43.326536556,E2,3.794,-0.0877
2023-02-28 18:47:26.511627908,E3,-0.2383,-0.0946
2023-03-01 03:52:47.958054180,E2,3.6918,-0.0609
2023-03-01 04:14:15.813953488,E3,-0.1704,-0.092
2023-03-01 10:03:15.367306420,E1,4.0625,-0.0629
2023-03-01 13:27:52.589571804,E2,3.6694,-0.0657
2023-03-01 13:41:05.116279068,E3,-0.2581,-0.074
2023-03-01 23:02:57.221089428,E2,3.6022,-0.1231
2023-03-01 23:07:54.418604652,E3,-0.355,-0.1145
2023-03-02 07:46:58.530774320,E1,4.1006,-0.0981
2023-03-02 08:34:43.720930232,E3,-0.2974,-0.0688
2023-03-02 08:38:01.852607048,E2,3.7432,-0.189
2023-03-02 18:01:33.023255812,E3,-0.2315,-0.1275
2023-03-02 18:13:06.484124672,E2,3.6725,-0.0829
2023-03-03 03:28:22.325581396,E3,-0.3124,-0.1097
2023-03-03 03:48:11.115642296,E2,3.8479,-0.1212
2023-03-03 05:30:41.694242224,E1,4.1141,-0.1039
2023-03-03 12:55:11.627906976,E3,-0.2247,-0.0433
2023-03-03 13:23:15.747159920,E2,3.663,-0.0756
2023-03-03 22:22:00.930232556,E3,-0.3033,-0.1248
2023-03-03 22:58:20.378677540,E2,3.8052,-0.0656
2023-03-04 03:14:24.857710124,E1,4.0687,-0.0797
2023-03-04 07:48:50.232558140,E3,-0.2833,-0.1136
2023-03-04 08:33:25.010195164,E2,3.7374,-0.0604
2023-03-04 17:15:39.534883720,E3,-0.3175,-0.1312
2023-03-04 18:08:29.641712788,E2,3.6486,-0.0412
2023-03-05 00:58:08.021178028,E1,4.1038,-0.0953
2023-03-05 02:42:28.837209300,E3,-0.292,-0.1181
2023-03-05 03:43:34.273230412,E2,3.7116,-0.0562
2023-03-05 12:09:18.139534884,E3,-0.2894,-0.0889
2023-03-05 13:18:38.904748032,E2,3.7386,-0.0405
2023-03-05 21:36:07.441860464,E3,-0.3804,-0.0716
2023-03-05 22:41:51.184645928,E1,4.1304,-0.1421
2023-03-05 22:53:43.536265656,E2,3.6887,-0.0514
2023-03-06 07:02:56.744186044,E3,-0.3221,-0.0931
2023-03-06 08:28:48.167783280,E2,3.7419,-0.0485
2023-03-06 16:29:46.046511628,E3,-0.3617,-0.102
2023-03-06 18:03:52.799300904,E2,3.7408,-0.0934
2023-03-06 20:25:34.348113832,E1,4.1981,-0.1235
2023-03-07 01:56:35.348837208,E3,-0.3204,-0.1292
2023-03-07 03:38:57.430818528,E2,3.7298,-0.1306
2023-03-07 11:23:24.651162792,E3,-0.3398,-0.1135
2023-03-07 13:14:02.062336148,E2,3.6992,-0.0172
2023-03-07 18:09:17.511581732,E1,4.0937,-0.0593
2023-03-07 20:50:13.953488372,E3,-0.2494,-0.1378
2023-03-07 22:49:06.693853772,E2,3.6412,-0.0894
2023-03-08 06:17:03.255813952,E3,-0.2488,-0.069
2023-03-08 08:24:11.325371396,E2,3.6961,-0.0542
2023-03-08 15:43:52.558139536,E3,-0.272,-0.0666
2023-03-08 15:53:00.675049636,E1,4.0979,-0.0878
2023-03-08 17:59:15.956889020,E2,3.7088,-0.1072
2023-03-09 01:10:41.860465116,E3,-0.3634,-0.0917
2023-03-09 03:34:20.588406640,E2,3.6062,-0.0615
2023-03-09 10:37:31.162790696,E3,-0.3049,-0.0769
2023-03-09 13:09:25.219924264,E2,3.7084,-0.1634
2023-03-09 13:36:43.838517536,E1,4.1764,-0.14
2023-03-09 20:04:20.465116280,E3,-0.3674,-0.0636
2023-03-09 22:44:29.851441888,E2,3.6951,-0.1021
2023-03-10 05:31:09.767441860,E3,-0.3074,-0.0865
2023-03-10 08:19:34.482959512,E2,3.6352,-0.0924
2023-03-10 11:20:27.001985440,E1,4.0725,-0.0783
2023-03-10 14:57:59.069767440,E3,-0.2676,-0.0474
2023-03-10 17:54:39.114477132,E2,3.6833,-0.0752
2023-03-11 00:24:48.372093024,E3,-0.2504,-0.1196
2023-03-11 03:29:43.745994756,E2,3.6844,-0.0566
2023-03-11 09:04:10.165453340,E1,4.0338,-0.1048
2023-03-11 09:51:37.674418604,E3,-0.2764,-0.099
2023-03-11 13:04:48.377512380,E2,3.7965,-0.1213
2023-03-11 19:18:26.976744184,E3,-0.2371,-0.1023
2023-03-11 22:39:53.009030004,E2,3.711,-0.0683
2023-03-12 04:45:16.279069768,E3,-0.287,-0.0685
2023-03-12 06:47:53.328921244,E1,4.1125,-0.1135
2023-03-12 08:14:57.640547628,E2,3.7518,-0.051
2023-03-12 14:12:05.581395348,E3,-0.3117,-0.1306
2023-03-12 17:50:02.272065248,E2,3.6941,-0.017
2023-03-12 23:38:54.883720928,E3,-0.2563,-0.0437
2023-03-13 03:25:06.903582872,E2,3.6063,-0.0658
2023-03-13 04:31:36.492389144,E1,4.1538,-0.1208
2023-03-13 09:05:44.186046512,E3,-0.2547,-0.07
2023-03-13 13:00:11.535100496,E2,3.7336,-0.1005
2023-03-13 18:32:33.488372092,E3,-0.3262,-0.034
2023-03-13 22:35:16.166618120,E2,3.6671,-0.1245
2023-03-14 02:15:19.655857048,E1,4.118,-0.0556
2023-03-14 03:59:22.790697672,E3,-0.281,-0.0873
2023-03-14 08:10:20.798135740,E2,3.6832,-0.0311
2023-03-14 13:26:12.093023256,E3,-0.3147,-0.1022
2023-03-14 17:45:25.429653364,E2,3.6473,-0.0634
2023-03-14 22:53:01.395348836,E3,-0.4004,-0.0656
2023-03-14 23:59:02.819324948,E1,4.0951,-0.1437
2023-03-15 03:20:30.061170988,E2,3.7036,-0.0858
2023-03-15 08:19:50.697674420,E3,-0.278,-0.0541
2023-03-15 12:55:34.692688612,E2,3.7532,-0.1334
2023-03-15 17:46:40.000000000,E3,-0.3647,-0.106
2023-03-15 21:42:45.982792852,E1,4.0276,-0.1089
2023-03-15 22:30:39.324206232,E2,3.7466,-0.1123
2023-03-16 03:13:29.302325580,E3,-0.2836,-0.1441
2023-03-16 08:05:43.955723856,E2,3.7793,-0.0651
2023-03-16 12:40:18.604651164,E3,-0.3768,-0.1386
2023-03-16 17:40:48.587241480,E2,3.7864,-0.073
2023-03-16 19:26:29.146260752,E1,4.0971,-0.0793
2023-03-16 22:07:07.906976744,E3,-0.336,-0.0756
2023-03-17 03:15:53.218759104,E2,3.5977,-0.1416
2023-03-17 07:33:57.209302324,E3,-0.3217,-0.0368
2023-03-17 12:50:57.850276724,E2,3.6403,-0.0638
2023-03-17 17:00:46.511627908,E3,-0.2399,-0.1216
2023-03-17 17:10:12.309728656,E1,4.1616,-0.0346
2023-03-17 22:26:02.481794348,E2,3.6096,-0.1294
2023-03-18 02:27:35.813953488,E3,-0.3267,-0.0904
2023-03-18 08:01:07.113311972,E2,3.7316,-0.0413
2023-03-18 11:54:25.116279068,E3,-0.3537,-0.0923
2023-03-18 14:53:55.473196556,E1,4.0383,-0.0644
2023-03-18 17:36:11.744829596,E2,3.6653,-0.0753
2023-03-18 21:21:14.418604652,E3,-0.2818,-0.0238
2023-03-19 03:11:16.376347220,E2,3.6755,-0.095
2023-03-19 06:48:03.720930232,E3,-0.3108,-0.0132
2023-03-19 12:37:38.636664460,E1,4.0878,-0.1054
2023-03-19 12:46:21.007864840,E2,3.6892,-0.051
2023-03-19 16:14:53.023255812,E3,-0.2605,-0.0678
2023-03-19 22:21:25.639382464,E2,3.7191,-0.0697
2023-03-20 01:41:42.325581396,E3,-0.3506,-0.0532
2023-03-20 07:56:30.270900088,E2,3.6257,-0.0401
2023-03-20 10:21:21.800132360,E1,4.0806,-0.0331
2023-03-20 11:08:31.627906976,E3,-0.2895,-0.0536
2023-03-20 17:31:34.902417712,E2,3.637,-0.077
2023-03-20 20:35:20.930232556,E3,-0.1765,-0.1176
2023-03-21 03:06:39.533935332,E2,3.7001,-0.0748
2023-03-21 06:02:10.232558140,E3,-0.312,-0.0578
2023-03-21 08:05:04.963600264,E1,4.0651,-0.1186
2023-03-21 12:41:44.165452956,E2,3.7599,-0.087
2023-03-21 15:28:59.534883720,E3,-0.2907,-0.1089
2023-03-21 22:16:48.796970580,E2,3.6987,-0.0701
2023-03-22 00:55:48.837209300,E3,-0.3831,-0.083
2023-03-22 05:48:48.127068164,E1,4.1124,-0.0689
2023-03-22 07:51:53.428488204,E2,3.6604,-0.0266
2023-03-22 10:22:38.139534884,E3,-0.3426,-0.0432
2023-03-22 17:26:58.060005824,E2,3.5926,-0.0922
2023-03-22 19:49:27.441860464,E3,-0.277,-0.0746
2023-03-23 03:02:02.691523448,E2,3.7476,-0.0572
2023-03-23 03:32:31.290536068,E1,4.1222,-0.0612
2023-03-23 05:16:16.744186044,E3,-0.3165,-0.0434
2023-03-23 12:37:07.323041072,E2,3.6632,-0.1026
2023-03-23 14:43:06.046511628,E3,-0.2693,-0.0371
2023-03-23 22:12:11.954558696,E2,3.6426,-0.1377
2023-03-24 00:09:55.348837208,E3,-0.2788,-0.1283
2023-03-24 01:16:14.454003968,E1,4.1216,-0.1012
2023-03-24 07:47:16.586076320,E2,3.6142,-0.069
2023-03-24 09:36:44.651162792,E3,-0.3659,-0.1404
2023-03-24 17:22:21.217593940,E2,3.628,-0.0636
2023-03-24 19:03:33.953488372,E3,-0.2492,-0.0398
2023-03-24 22:59:57.617471872,E1,4.0512,-0.0527
2023-03-25 02:57:25.849111564,E2,3.6519,-0.0775
2023-03-25 04:30:23.255813952,E3,-0.3621,-0.0381
